
1515 : 2,9354
1516 : 2,6453
1517 : 2,6345
1518 : 2,6435
1519 : 2,7153
1520 : 3,2031
1521 : 2,7658
1522 : 2,6537
1523 : 2,6696
1524 : 2,7502
1525 : 3,062
1526 : 2,8822
1527 : 2,7986
1528 : 2,6823
1529 : 2,7901
1530 : 2,6812
1531 : 3,1075
1532 : 2,5934
1533 : 2,6638
1534 : 2,7742
1535 : 2,7099
1536 : 2,9622
1537 : 2,9343
1538 : 2,7597
1539 : 2,7458
1540 : 2,7067
1541 : 2,9659
1542 : 2,8466
1543 : 2,6962
1544 : 2,7326
1545 : 2,7155
1546 : 2,717
1547 : 2,6391
1548 : 2,9803
1549 : 2,7669
1550 : 2,6214
1551 : 2,7266
1552 : 2,9984
1553 : 2,9706
1554 : 2,7858
1555 : 2,6967
1556 : 2,7143
1557 : 3,0577
1558 : 2,814
1559 : 2,8916
1560 : 2,6807
1561 : 2,7443
1562 : 2,813
1563 : 2,9733
1564 : 2,6326
1565 : 2,9464
1566 : 2,6986
1567 : 2,8258
1568 : 3,1441
1569 : 2,6431
1570 : 3,04
1571 : 2,8905
1572 : 2,8139
1573 : 2,8707
1574 : 2,8345
1575 : 2,6494
1576 : 3,0795
1577 : 2,7638
1578 : 2,8068
1579 : 2,7325
1580 : 2,7691
1581 : 3,0194
1582 : 2,8208
1583 : 2,7438
1584 : 3,4712
1585 : 2,8008
1586 : 2,9114
1587 : 3,0832
1588 : 2,8399
1589 : 2,8277
1590 : 2,7851
1591 : 2,9307
1592 : 2,9946
1593 : 2,8423
1594 : 3,0786
1595 : 3,1056
1596 : 2,7087
1597 : 2,759
1598 : 2,9936
1599 : 2,8865
1600 : 2,8734
1601 : 2,7782
1602 : 2,745
1603 : 2,9779
1604 : 3,0598
1605 : 2,9817
1606 : 2,7242
1607 : 2,7792
1608 : 2,8224
1609 : 3,0453
1610 : 2,7244
1611 : 2,8175
1612 : 2,8168
1613 : 2,8577
1614 : 3,2762
1615 : 2,7446
1616 : 2,8774
1617 : 2,7212
1618 : 2,9129
1619 : 2,9349
1620 : 2,9722
1621 : 2,8015
1622 : 2,7733
1623 : 2,9715
1624 : 2,7761
1625 : 3,4322
1626 : 2,8329
1627 : 2,8774
1628 : 2,8422
1629 : 2,8442
1630 : 3,288
1631 : 2,8138
1632 : 2,8599
1633 : 2,8532
1634 : 2,9033
1635 : 3,7061
1636 : 3,0454
1637 : 2,7589
1638 : 2,7895
1639 : 2,8303
1640 : 3,2768
1641 : 3,3154
1642 : 2,7741
1643 : 2,8727
1644 : 2,8885
1645 : 3,2566
1646 : 3,1836
1647 : 2,8013
1648 : 2,8753
1649 : 2,8826
1650 : 3,222
1651 : 3,0766
1652 : 3,0139
1653 : 2,8036
1654 : 3,0149
1655 : 3,118
1656 : 3,3291
1657 : 2,8975
1658 : 2,8942
1659 : 3,0318
1660 : 3,1368
1661 : 3,0042
1662 : 3,1045
1663 : 3,0319
1664 : 2,8804
1665 : 3,2098
1666 : 3,0469
1667 : 3,1853
1668 : 2,9129
1669 : 2,9045
1670 : 3,1839
1671 : 2,8045
1672 : 3,2584
1673 : 2,8918
1674 : 2,8287
1675 : 3,2286
1676 : 3,0146
1677 : 3,2287
1678 : 2,8375
1679 : 2,9301
1680 : 3,1023
1681 : 2,9286
1682 : 3,0568
1683 : 3,0364
1684 : 2,9304
1685 : 3,2918
1686 : 3,027
1687 : 2,8307
1688 : 3,2163
1689 : 3,0019
1690 : 3,2418
1691 : 2,9018
1692 : 2,8853
1693 : 3,0423
1694 : 3,241
1695 : 3,1938
1696 : 2,9578
1697 : 2,8469
1698 : 3,3669
1699 : 2,9575
1700 : 3,2415
1701 : 2,9365
1702 : 3,0764
1703 : 3,1478
1704 : 2,9807
1705 : 3,1584
1706 : 3,0674
1707 : 3,0287
1708 : 3,14
1709 : 2,8827
1710 : 3,239
1711 : 3,0973
1712 : 2,9776
1713 : 3,0257
1714 : 3,0644
1715 : 3,5252
1716 : 3,0847
1717 : 2,8928
1718 : 3,0051
1719 : 3,5806
1720 : 3,0447
1721 : 2,9985
1722 : 3,0664
1723 : 3,0104
1724 : 3,6547
1725 : 3,1498
1726 : 2,9272
1727 : 3,0095
1728 : 3,1927
1729 : 3,2983
1730 : 3,0223
1731 : 3,0157
1732 : 3,1104
1733 : 2,9892
1734 : 3,8981
1735 : 3,0428
1736 : 2,9425
1737 : 3,1544
1738 : 2,9946
1739 : 3,6967
1740 : 2,9163
1741 : 3,076
1742 : 3,0661
1743 : 3,0345
1744 : 3,8701
1745 : 3,2932
1746 : 2,9324
1747 : 3,0299
1748 : 3,101
1749 : 3,3669
1750 : 3,0417
1751 : 3,1282
1752 : 3,0184
1753 : 3,5636
1754 : 3,291
1755 : 3,0592
1756 : 3,0503
1757 : 3,0509
1758 : 3,4575
1759 : 3,2855
1760 : 3,0603
1761 : 3,0542
1762 : 3,2091
1763 : 3,5096
1764 : 3,1161
1765 : 3,032
1766 : 3,1518
1767 : 3,2151
1768 : 3,5246
1769 : 3,2519
1770 : 3,2145
1771 : 3,0759
1772 : 3,1249
1773 : 3,317
1774 : 3,2817
1775 : 4,13
1776 : 4,2791
1777 : 2,9981
1778 : 3,5257
1779 : 3,0234
1780 : 3,0847
1781 : 3,3246
1782 : 3,2926
1783 : 3,5554
1784 : 3,0965
1785 : 3,1056
1786 : 3,0342
1787 : 3,3112
1788 : 3,5623
1789 : 3,111
1790 : 3,0894
1791 : 3,328
1792 : 3,2068
1793 : 3,0526
1794 : 3,1063
1795 : 3,451
1796 : 3,1063
1797 : 3,3053
1798 : 3,1731
1799 : 3,4671
1800 : 3,1027
1801 : 3,1245
1802 : 3,4005
1803 : 3,251
1804 : 3,3341
1805 : 3,0957
1806 : 3,1314
1807 : 3,4605
1808 : 3,0742
1809 : 3,358
1810 : 3,2096
1811 : 3,1897
1812 : 3,4442
1813 : 3,1609
1814 : 3,0872
1815 : 3,1827
1816 : 3,158
1817 : 3,3561
1818 : 3,4133
1819 : 3,3142
1820 : 3,1028
1821 : 3,1592
1822 : 3,4196
1823 : 3,4248
1824 : 3,1954
1825 : 3,1686
1826 : 3,2042
1827 : 3,8645
1828 : 3,2298
1829 : 3,1714
1830 : 3,1351
1831 : 3,6082
1832 : 3,5071
1833 : 3,1696
1834 : 3,1479
1835 : 3,3339
1836 : 3,3555
1837 : 3,8362
1838 : 3,1854
1839 : 3,3025
1840 : 3,1977
1841 : 3,7129
1842 : 3,201
1843 : 3,417
1844 : 3,2234
1845 : 3,1989
1846 : 4,1499
1847 : 3,2902
1848 : 3,212
1849 : 3,2394
1850 : 4,012
1851 : 3,6331
1852 : 3,2115
1853 : 3,203
1854 : 3,3968
1855 : 3,606
1856 : 3,2088
1857 : 3,1911
1858 : 3,2214
1859 : 4,1334
1860 : 3,3901
1861 : 3,1631
1862 : 3,2321
1863 : 3,6152
1864 : 3,6172
1865 : 3,2371
1866 : 3,3299
1867 : 3,3128
1868 : 3,3166
1869 : 3,5283
1870 : 3,2587
1871 : 3,3798
1872 : 3,4257
1873 : 3,4132
1874 : 3,3597
1875 : 3,2837
1876 : 3,2589
1877 : 4,1896
1878 : 3,3671
1879 : 3,3722
1880 : 3,1914
1881 : 3,4921
1882 : 3,3653
1883 : 3,6208
1884 : 3,1513
1885 : 3,4466
1886 : 3,2681
1887 : 3,428
1888 : 3,4759
1889 : 3,8065
1890 : 3,4076
1891 : 3,3395
1892 : 3,583
1893 : 3,2684
1894 : 3,4652
1895 : 3,4055
1896 : 3,2724
1897 : 3,4082
1898 : 3,4608
1899 : 3,5366
1900 : 3,2773
1901 : 3,4801
1902 : 3,3126
1903 : 3,5354
1904 : 3,2763
1905 : 3,2891
1906 : 3,7822
1907 : 3,5572
1908 : 3,4262
1909 : 3,2283
1910 : 3,4573
1911 : 3,399
1912 : 3,5451
1913 : 3,2996
1914 : 3,4415
1915 : 3,5002
1916 : 3,8106
1917 : 3,4381
1918 : 3,3424
1919 : 3,3145
1920 : 3,5666
1921 : 3,2925
1922 : 3,3692
1923 : 3,323
1924 : 3,4571
1925 : 3,8357
1926 : 3,4533
1927 : 3,3298
1928 : 3,3003
1929 : 4,0455
1930 : 3,3346
1931 : 3,3275
1932 : 3,3771
1933 : 3,5541
1934 : 3,8839
1935 : 3,3816
1936 : 3,2744
1937 : 3,5077
1938 : 4,1367
1939 : 3,3487
1940 : 3,3439
1941 : 3,5142
1942 : 4,2178
1943 : 3,4052
1944 : 3,3509
1945 : 3,5039
1946 : 3,5794
1947 : 3,7455
1948 : 3,4609
1949 : 3,3986
1950 : 3,4094
1951 : 3,8576
1952 : 3,6265
1953 : 3,3637
1954 : 3,4865
1955 : 3,3777
1956 : 3,8105
1957 : 3,2933
1958 : 3,3621
1959 : 3,7929
1960 : 4,0202
1961 : 3,3252
1962 : 3,3046
1963 : 3,7097
1964 : 3,4411
1965 : 3,681
1966 : 3,4276
1967 : 3,4988
1968 : 3,6479
1969 : 3,6204
1970 : 3,4593
1971 : 3,4878
1972 : 3,6583
1973 : 3,4131
1974 : 3,7075
1975 : 3,5254
1976 : 3,752
1977 : 3,5669
1978 : 3,8607
1979 : 3,3484
1980 : 3,4851
1981 : 3,4593
1982 : 3,695
1983 : 3,4311
1984 : 3,3899
1985 : 3,6706
1986 : 3,6921
1987 : 3,6013
1988 : 3,3477
1989 : 3,8756
1990 : 3,4395
1991 : 3,5814
1992 : 3,4819
1993 : 3,8123
1994 : 3,5459
1995 : 3,3679
1996 : 3,7275
1997 : 3,6775
1998 : 3,4433
1999 : 3,4333
